,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1237,844,887,0,,3,1Fam,TA,No,758.0,0.0,ALQ,Unf,1.0,0.0,Gd,78.0,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,,,0,PConc,2,Typ,462.0,2.0,TA,RFn,TA,Attchd,1992.0,1731,1,GasA,Ex,2Story,2698,1,Gd,Lvl,Gtl,9370,Inside,70.0,IR2,0,60,RL,0.0,None,Othr,3000,10,SawyerW,85,5,6,Y,0,,CompShg,Gable,Family,,WD,224,Pave,7,836.0,AllPub,307,1992,1993,2006
1238,1398,0,0,,2,TwnhsE,TA,No,904.0,0.0,GLQ,Unf,1.0,0.0,Gd,494.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,MnPrv,,0,PConc,2,Typ,542.0,2.0,TA,RFn,TA,Attchd,1990.0,1398,0,GasA,Gd,1Story,2699,1,Gd,Lvl,Gtl,7175,Inside,50.0,Reg,0,120,RL,0.0,None,,0,7,SawyerW,46,5,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,1398.0,AllPub,0,1990,1991,2006
1239,1217,0,0,,2,TwnhsE,TA,No,278.0,0.0,GLQ,Unf,0.0,0.0,Gd,939.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,,,0,PConc,2,Typ,484.0,2.0,TA,RFn,TA,Attchd,1991.0,1217,0,GasA,Gd,1Story,2700,1,Gd,Lvl,Gtl,7175,Inside,50.0,Reg,0,120,RL,0.0,None,,0,6,SawyerW,64,5,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,1217.0,AllPub,0,1991,1991,2006
1240,636,684,0,,3,1Fam,TA,No,274.0,0.0,ALQ,Unf,0.0,0.0,Gd,362.0,Y,RRAe,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,PConc,2,Typ,472.0,2.0,TA,Fin,TA,Attchd,1994.0,1320,1,GasA,Ex,2Story,2701,1,Gd,Lvl,Gtl,9019,Inside,,IR1,0,60,RL,0.0,None,,0,7,SawyerW,40,5,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,636.0,AllPub,0,1994,1994,2006
1241,988,0,0,,3,1Fam,TA,No,36.0,0.0,LwQ,Unf,1.0,0.0,TA,952.0,Y,RRAe,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Typ,624.0,2.0,TA,Unf,TA,Detchd,1977.0,988,0,GasA,Ex,1Story,2702,1,TA,Lvl,Gtl,9100,Inside,70.0,Reg,0,20,RL,51.0,BrkFace,,0,7,Sawyer,0,4,5,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,6,988.0,AllPub,0,1962,1962,2006
1242,1286,368,0,,4,Duplex,,,0.0,0.0,,,0.0,0.0,,0.0,Y,RRAe,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,,,0,CBlock,2,Typ,528.0,2.0,TA,RFn,TA,Attchd,1977.0,1654,0,GasA,TA,1.5Fin,2703,2,TA,Lvl,Gtl,8927,Inside,68.0,Reg,0,90,RM,0.0,None,,0,8,Sawyer,0,6,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,10,0.0,AllPub,0,1977,1977,2006
1243,1211,0,0,,2,1Fam,TA,No,612.0,0.0,BLQ,Unf,0.0,0.0,TA,252.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,CBlock,1,Min1,576.0,2.0,TA,Unf,TA,Detchd,1972.0,1211,0,GasA,Gd,1Story,2704,1,TA,Lvl,Gtl,9240,Inside,,IR1,0,20,RL,0.0,None,,0,3,Sawyer,0,6,5,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,6,864.0,AllPub,161,1962,2002,2006
1244,984,0,0,,3,1Fam,TA,No,554.0,0.0,Rec,Unf,0.0,0.0,TA,430.0,Y,RRNe,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,310.0,1.0,TA,Unf,TA,Attchd,1965.0,984,0,GasA,TA,1Story,2705,1,TA,Lvl,Gtl,9308,CulDSac,,IR1,0,20,RL,0.0,None,,0,7,Sawyer,0,5,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,984.0,AllPub,0,1965,1965,2006
1245,909,0,0,,3,1Fam,TA,No,162.0,270.0,BLQ,Rec,0.0,0.0,TA,450.0,Y,RRAe,Norm,SBrkr,0,TA,TA,Plywood,Plywood,MnPrv,,0,CBlock,1,Typ,294.0,1.0,TA,Unf,TA,Attchd,1968.0,909,0,GasA,TA,1Story,2706,1,TA,Lvl,Gtl,8450,Inside,65.0,Reg,0,20,RL,90.0,BrkFace,,0,11,Sawyer,155,6,5,Y,0,,CompShg,Gable,Normal,,COD,0,Pave,5,882.0,AllPub,0,1968,1968,2006
1246,925,0,0,,2,1Fam,TA,No,181.0,0.0,ALQ,Unf,1.0,0.0,TA,744.0,Y,RRAe,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,PConc,1,Typ,484.0,2.0,TA,Unf,TA,Detchd,1990.0,925,0,GasA,Gd,1Story,2707,1,TA,Lvl,Gtl,8638,Inside,,IR1,0,20,RL,0.0,None,,0,10,Sawyer,74,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,925.0,AllPub,203,1963,1963,2006
1247,1024,0,0,,3,1Fam,TA,No,712.0,0.0,Rec,Unf,0.0,0.0,TA,312.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,308.0,1.0,TA,Unf,TA,Attchd,1965.0,1024,1,GasA,TA,1Story,2708,1,TA,Lvl,Gtl,13052,CulDSac,,IR1,0,20,RL,0.0,None,,0,1,Sawyer,0,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,1024.0,AllPub,0,1965,1965,2006
1248,912,0,0,,3,1Fam,TA,No,644.0,0.0,ALQ,Unf,0.0,0.0,TA,268.0,N,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,,0,CBlock,1,Typ,0.0,0.0,,,,,,912,0,GasA,TA,1Story,2709,1,TA,Lvl,Gtl,8020,Inside,,IR1,0,20,RL,0.0,None,,0,4,Sawyer,0,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,912.0,AllPub,0,1964,1964,2006
1249,941,0,0,,3,1Fam,TA,Mn,659.0,0.0,Rec,Unf,0.0,0.0,TA,253.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,Po,1,CBlock,1,Typ,288.0,1.0,TA,Unf,TA,Attchd,1967.0,941,0,GasA,TA,1Story,2710,1,TA,Lvl,Gtl,8789,Inside,,IR1,0,20,RL,0.0,None,,0,6,Sawyer,0,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,912.0,AllPub,64,1967,1967,2006
1250,2151,495,0,,3,1Fam,TA,Gd,1023.0,497.0,ALQ,BLQ,1.0,2.0,Gd,228.0,Y,Norm,Norm,SBrkr,0,Fa,Gd,WdShing,Wd Sdng,GdPrv,TA,4,CBlock,2,Mod,550.0,2.0,TA,RFn,TA,Attchd,1974.0,2646,0,GasA,Gd,SLvl,2711,1,Gd,Low,Gtl,14330,Corner,100.0,IR1,0,80,RL,145.0,BrkFace,,0,1,Veenker,100,4,7,Y,800,Gd,CompShg,Gable,Normal,,WD,0,Pave,9,1748.0,AllPub,641,1974,1974,2006
1251,1520,1306,0,,3,1Fam,TA,Gd,1118.0,0.0,GLQ,Unf,1.0,0.0,Ex,216.0,Y,Norm,Norm,SBrkr,186,TA,Gd,HdBoard,ImStucc,,TA,3,PConc,2,Typ,888.0,3.0,TA,RFn,TA,Attchd,1992.0,2826,1,GasA,Ex,2Story,2712,1,Gd,HLS,Mod,11025,Inside,105.0,Reg,0,60,RL,692.0,BrkFace,,0,10,NoRidge,208,5,8,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,9,1334.0,AllPub,177,1992,1993,2006
1252,1143,0,0,Pave,1,TwnhsE,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1143.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,,Gd,1,PConc,1,Typ,588.0,2.0,TA,RFn,TA,Attchd,2004.0,1143,1,GasA,Ex,1Story,2713,1,Gd,Lvl,Gtl,3628,Inside,34.0,Reg,0,120,FV,0.0,None,,0,5,Somerst,191,5,7,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,1143.0,AllPub,0,2004,2004,2006
1253,520,623,0,Pave,2,Twnhs,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,600.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,,,0,PConc,2,Typ,480.0,2.0,TA,RFn,TA,Detchd,2005.0,1223,1,GasA,Ex,2Story,2714,1,Gd,Lvl,Gtl,2544,Inside,24.0,Reg,80,160,FV,0.0,None,,0,7,Somerst,166,5,7,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,4,600.0,AllPub,0,2005,2005,2006
1254,768,756,0,,2,TwnhsE,TA,No,353.0,0.0,GLQ,Unf,0.0,0.0,Gd,403.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,,,0,PConc,2,Typ,440.0,2.0,TA,Unf,TA,Detchd,2000.0,1524,1,GasA,Ex,2Story,2715,1,Gd,Lvl,Gtl,2998,Inside,,Reg,0,160,FV,513.0,BrkFace,,0,6,Somerst,32,5,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,4,756.0,AllPub,0,2000,2000,2006
1255,530,550,0,,2,TwnhsE,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,530.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,496.0,2.0,TA,RFn,TA,Attchd,2003.0,1080,1,GasA,Ex,2Story,2716,1,Gd,Lvl,Gtl,4447,FR2,,IR1,0,160,FV,0.0,None,,0,7,Somerst,50,5,7,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,4,530.0,AllPub,0,2003,2003,2006
1256,854,840,0,Pave,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,569.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,GdPrv,TA,1,PConc,2,Typ,434.0,1.0,TA,Unf,TA,BuiltIn,1997.0,1694,1,GasA,Ex,2Story,2717,1,Gd,Lvl,Gtl,8314,Corner,114.0,IR1,0,60,FV,0.0,None,,0,11,Somerst,382,5,7,Y,0,,CompShg,Hip,Normal,,WD,110,Pave,6,569.0,AllPub,0,1997,1998,2006
1257,1568,0,0,Pave,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1568.0,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,,TA,1,PConc,2,Typ,564.0,2.0,TA,RFn,TA,Attchd,2001.0,1568,0,GasA,Ex,1Story,2718,1,Gd,Lvl,Gtl,7180,Inside,60.0,IR1,0,20,FV,0.0,None,,0,9,Somerst,266,5,8,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,1568.0,AllPub,0,2001,2002,2006
1258,1193,0,0,,2,2fmCon,TA,No,962.0,0.0,GLQ,Unf,1.0,0.0,Gd,191.0,Y,RRAn,Feedr,SBrkr,0,TA,TA,Plywood,Plywood,MnPrv,,0,CBlock,2,Typ,501.0,2.0,TA,Fin,TA,Attchd,1972.0,1193,0,GasA,Ex,1Story,2719,1,TA,Lvl,Gtl,13110,Corner,79.0,IR1,0,190,RL,144.0,BrkFace,,0,7,NWAmes,153,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,1153.0,AllPub,140,1972,1972,2006
1259,1334,0,0,,3,1Fam,TA,No,553.0,68.0,BLQ,LwQ,1.0,0.0,TA,713.0,Y,RRAn,Norm,SBrkr,35,TA,TA,HdBoard,HdBoard,,,0,CBlock,2,Typ,477.0,2.0,TA,RFn,TA,Attchd,1967.0,1334,0,GasA,Gd,1Story,2720,1,TA,Lvl,Gtl,10140,Inside,78.0,Reg,0,20,RL,264.0,BrkFace,,0,4,NWAmes,20,6,7,Y,0,,CompShg,Hip,Normal,,WD,264,Pave,7,1334.0,AllPub,0,1967,1967,2006
1260,1051,0,0,,3,1Fam,TA,No,758.0,0.0,ALQ,Unf,1.0,0.0,TA,293.0,Y,Feedr,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,504.0,2.0,TA,RFn,TA,Attchd,1968.0,1051,0,GasA,Gd,1Story,2721,1,TA,Lvl,Gtl,9600,Corner,80.0,Reg,0,20,RL,0.0,None,,0,7,NAmes,0,5,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,1051.0,AllPub,0,1968,1968,2006
1261,884,886,0,,4,1Fam,Fa,Mn,361.0,483.0,ALQ,Rec,1.0,0.0,Gd,56.0,Y,Feedr,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,530.0,2.0,TA,RFn,TA,Attchd,1968.0,1770,1,GasA,Ex,2Story,2722,1,TA,Lvl,Gtl,8640,Inside,72.0,Reg,0,60,RL,300.0,BrkFace,Shed,455,6,NAmes,60,5,5,Y,0,,CompShg,Gable,Normal,,WD,270,Pave,7,900.0,AllPub,0,1968,1968,2006
1262,976,0,0,,2,1Fam,TA,Av,760.0,0.0,ALQ,Unf,1.0,0.0,TA,216.0,Y,Feedr,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,Fa,1,CBlock,1,Typ,504.0,2.0,TA,RFn,TA,Attchd,1968.0,976,0,GasA,TA,1Story,2723,1,Gd,Lvl,Gtl,9360,Inside,78.0,Reg,0,20,RL,203.0,BrkFace,,0,8,NAmes,0,7,6,Y,0,,CompShg,Hip,Abnorml,,WD,0,Pave,4,976.0,AllPub,94,1968,2004,2006
1263,898,0,0,,3,1Fam,TA,Gd,744.0,0.0,GLQ,Unf,1.0,0.0,Gd,89.0,Y,Feedr,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,326.0,1.0,TA,RFn,TA,Attchd,1968.0,898,0,GasA,Gd,SFoyer,2724,1,TA,Lvl,Gtl,8400,Inside,70.0,Reg,0,85,RL,0.0,None,,0,8,NAmes,0,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,833.0,AllPub,143,1968,1968,2006
1264,1051,0,0,,3,1Fam,TA,No,799.0,0.0,BLQ,Unf,1.0,0.0,TA,252.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,,0,CBlock,1,Typ,264.0,1.0,TA,RFn,TA,Attchd,1966.0,1051,0,GasA,TA,1Story,2725,1,TA,Lvl,Gtl,9759,Inside,,IR1,0,20,RL,0.0,None,,0,3,NAmes,88,5,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,1051.0,AllPub,182,1966,1966,2006
1265,1141,0,0,,3,1Fam,TA,Av,602.0,402.0,ALQ,Rec,1.0,0.0,TA,137.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,PConc,1,Typ,568.0,1.0,TA,Unf,TA,Attchd,1967.0,1141,0,GasA,Gd,SLvl,2726,1,TA,Lvl,Gtl,9600,Inside,80.0,Reg,0,80,RL,140.0,BrkFace,,0,7,NAmes,78,7,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,1141.0,AllPub,0,1967,1967,2006
1266,1565,0,0,,3,2fmCon,TA,Mn,901.0,252.0,ALQ,BLQ,1.0,0.0,TA,34.0,Y,RRAn,Norm,SBrkr,211,Gd,TA,BrkFace,VinylSd,MnPrv,TA,2,PConc,2,Min1,299.0,1.0,TA,RFn,TA,Attchd,1965.0,1565,0,GasA,Ex,1Story,2727,1,Gd,Lvl,Gtl,8800,Inside,80.0,Reg,0,190,RL,0.0,None,Shed,460,6,NAmes,25,7,6,Y,0,,CompShg,Hip,Abnorml,,WD,0,Pave,7,1187.0,AllPub,200,1965,2000,2006
1267,1488,0,0,,3,1Fam,TA,No,260.0,748.0,ALQ,LwQ,1.0,0.0,TA,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,Gd,1,CBlock,1,Typ,430.0,2.0,TA,Fin,TA,Attchd,1964.0,1488,1,GasA,Ex,1Story,2728,1,TA,Lvl,Gtl,10368,CulDSac,,IR1,0,20,RL,112.0,BrkFace,,0,4,NAmes,60,6,6,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,7,1008.0,AllPub,154,1964,1964,2006
1268,720,720,0,,4,1Fam,TA,No,360.0,0.0,ALQ,Unf,0.0,0.0,TA,360.0,Y,Norm,Norm,SBrkr,240,TA,TA,HdBoard,HdBoard,,Po,1,CBlock,1,Typ,480.0,2.0,TA,Fin,TA,Attchd,1964.0,1440,1,GasA,Gd,2Story,2729,1,TA,Lvl,Gtl,9350,Inside,85.0,Reg,0,60,RL,0.0,None,,0,7,NAmes,32,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,720.0,AllPub,0,1964,1964,2006
1269,1248,0,0,,3,1Fam,TA,No,632.0,0.0,ALQ,Unf,1.0,0.0,TA,616.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,,0,CBlock,1,Typ,286.0,1.0,TA,Unf,TA,Attchd,1960.0,1248,0,GasA,Ex,1Story,2730,1,TA,Lvl,Gtl,10800,Inside,80.0,Reg,0,20,RL,88.0,BrkFace,,0,5,NAmes,0,7,5,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,6,1248.0,AllPub,0,1960,1960,2006
1270,816,0,0,,2,1Fam,TA,No,574.0,0.0,BLQ,Unf,1.0,0.0,TA,242.0,Y,Norm,Norm,SBrkr,40,TA,TA,MetalSd,MetalSd,MnPrv,Fa,1,CBlock,1,Typ,240.0,1.0,TA,Unf,TA,Attchd,1949.0,816,0,GasA,Ex,1Story,2731,1,TA,Lvl,Gtl,8550,Inside,60.0,Reg,0,30,RL,0.0,None,,0,7,NAmes,0,8,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,4,816.0,AllPub,228,1934,1950,2006
1271,1043,0,0,,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,938.0,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,GdWo,Gd,1,CBlock,1,Typ,273.0,1.0,TA,Unf,TA,Detchd,1947.0,1043,0,GasA,Ex,1Story,2732,1,TA,Lvl,Gtl,9724,Inside,68.0,Reg,0,20,RL,0.0,None,,0,5,NAmes,48,7,5,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,5,938.0,AllPub,125,1947,1950,2006
1272,1433,0,0,,3,1Fam,TA,Mn,915.0,0.0,BLQ,Unf,1.0,0.0,TA,336.0,Y,Norm,Norm,SBrkr,205,TA,TA,WdShing,Wd Shng,,Gd,1,CBlock,1,Min1,441.0,2.0,TA,Unf,TA,Attchd,1961.0,1433,0,GasA,TA,1Story,2733,1,TA,Lvl,Gtl,9600,Inside,80.0,Reg,0,20,RL,0.0,None,,0,6,NAmes,0,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,1251.0,AllPub,144,1961,1990,2006
1273,1624,0,0,,2,1Fam,TA,Mn,40.0,0.0,LwQ,Unf,1.0,0.0,TA,1404.0,Y,Feedr,Norm,SBrkr,324,Gd,TA,Wd Sdng,Plywood,MnPrv,Gd,1,CBlock,1,Min1,240.0,1.0,TA,RFn,TA,Attchd,1952.0,1624,0,GasA,Ex,1Story,2734,1,TA,Lvl,Gtl,10858,Corner,89.0,Reg,0,20,RL,150.0,Stone,,0,7,NAmes,40,6,5,Y,0,,CompShg,Gable,Partial,,WD,0,Pave,6,1444.0,AllPub,0,1952,1952,2006
1274,1216,0,0,,3,1Fam,TA,No,996.0,0.0,ALQ,Unf,1.0,0.0,TA,60.0,Y,Norm,Norm,FuseA,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,280.0,1.0,TA,RFn,TA,Attchd,1951.0,1216,0,GasA,Ex,1Story,2735,1,TA,Lvl,Gtl,9600,Inside,80.0,Reg,0,20,RL,144.0,Stone,,0,5,NAmes,0,5,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,1056.0,AllPub,0,1951,1951,2006
1275,1024,704,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,704.0,Y,Norm,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,CBlock,1,Min1,234.0,1.0,TA,Unf,TA,Attchd,1949.0,1728,1,GasA,Gd,2Story,2736,1,TA,Lvl,Gtl,9462,Inside,79.0,Reg,0,60,RL,0.0,None,,0,7,NAmes,60,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,704.0,AllPub,245,1949,1973,2006
1276,936,0,0,,2,1Fam,TA,No,486.0,0.0,BLQ,Unf,0.0,0.0,TA,450.0,Y,Norm,Norm,FuseA,160,Gd,TA,MetalSd,MetalSd,MnPrv,,0,CBlock,1,Typ,240.0,1.0,TA,Unf,TA,Attchd,1954.0,936,0,GasA,TA,1Story,2737,1,TA,Lvl,Gtl,9888,Inside,82.0,Reg,0,20,RL,0.0,None,,0,3,NAmes,0,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,936.0,AllPub,0,1954,1975,2006
1277,1584,0,0,,4,Duplex,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1584.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,,0,CBlock,2,Typ,506.0,2.0,TA,Unf,TA,Detchd,1967.0,1584,0,GasA,TA,1Story,2738,2,TA,Lvl,Gtl,8917,Inside,,IR1,0,90,RL,0.0,None,,0,10,NAmes,0,5,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,8,1584.0,AllPub,0,1967,1967,2006
1278,1246,0,0,,3,1Fam,TA,No,939.0,0.0,ALQ,Unf,1.0,0.0,TA,307.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,Gd,2,CBlock,1,Typ,441.0,2.0,TA,RFn,TA,Attchd,1964.0,1246,0,GasA,TA,SLvl,2739,1,TA,Lvl,Gtl,12700,Inside,,IR1,0,80,RL,0.0,None,,0,11,NAmes,69,5,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,1246.0,AllPub,0,1964,1964,2006
1279,1008,0,0,,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1008.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,430.0,2.0,TA,RFn,TA,Attchd,1963.0,1008,0,GasA,TA,1Story,2740,1,TA,Lvl,Gtl,9723,Corner,109.0,IR1,0,20,RL,332.0,BrkFace,,0,10,NAmes,0,7,6,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,5,1008.0,AllPub,0,1963,1963,2006
1280,1364,0,0,,3,1Fam,TA,Mn,623.0,0.0,BLQ,Unf,0.0,0.0,Fa,556.0,Y,Feedr,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,GdPrv,Gd,1,CBlock,1,Typ,331.0,1.0,TA,RFn,TA,Attchd,1957.0,1364,1,GasA,Gd,1Story,2741,1,TA,Lvl,Gtl,8400,Corner,70.0,Reg,0,20,RL,0.0,None,,0,3,NAmes,60,5,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,1179.0,AllPub,0,1957,1957,2006
1281,1336,0,0,,3,1Fam,TA,No,203.0,0.0,Rec,Unf,0.0,0.0,TA,918.0,Y,Feedr,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,,TA,1,CBlock,1,Typ,488.0,2.0,TA,RFn,TA,Attchd,1958.0,1336,1,GasA,Ex,1Story,2742,1,TA,Lvl,Gtl,9610,Corner,,IR1,0,20,RL,632.0,BrkFace,,0,12,NAmes,0,6,6,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,7,1121.0,AllPub,80,1958,1958,2006
1282,1370,0,0,,3,1Fam,TA,Av,678.0,281.0,BLQ,Rec,1.0,0.0,TA,99.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,TA,1,CBlock,1,Typ,300.0,1.0,TA,RFn,TA,Basment,1956.0,1370,0,GasA,Ex,SLvl,2743,1,TA,Lvl,Gtl,10000,Corner,125.0,Reg,0,80,RL,272.0,BrkFace,,0,2,NAmes,0,6,5,Y,0,,CompShg,Hip,Normal,,WD,120,Pave,6,1058.0,AllPub,191,1956,1956,2006
1283,1124,0,0,,3,1Fam,TA,Av,914.0,0.0,BLQ,Unf,1.0,0.0,TA,210.0,Y,Norm,Norm,SBrkr,180,TA,TA,Wd Sdng,Wd Sdng,,TA,1,CBlock,1,Typ,353.0,1.0,TA,Fin,TA,Attchd,1956.0,1124,0,GasA,Ex,1Story,2744,1,TA,Lvl,Gtl,10152,Inside,72.0,Reg,0,20,RL,0.0,None,,0,5,NAmes,211,6,6,Y,0,,CompShg,Gable,Normal,,WD,142,Pave,6,1124.0,AllPub,0,1956,1994,2006
1284,1050,0,0,,3,1Fam,TA,No,824.0,0.0,ALQ,Unf,1.0,0.0,TA,226.0,Y,Norm,Norm,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Typ,286.0,1.0,TA,RFn,TA,Attchd,1954.0,1050,0,GasA,Ex,1Story,2745,1,Gd,Lvl,Gtl,8092,Inside,70.0,Reg,0,20,RL,176.0,BrkFace,,0,6,NAmes,0,8,6,Y,0,,CompShg,Hip,Abnorml,,WD,0,Pave,6,1050.0,AllPub,0,1954,2000,2006
1285,1008,0,0,,2,1Fam,TA,No,658.0,0.0,GLQ,Unf,1.0,0.0,TA,350.0,Y,Norm,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,MnPrv,,0,CBlock,1,Typ,280.0,1.0,TA,RFn,TA,Attchd,1952.0,1008,0,GasA,Ex,1Story,2746,1,TA,Lvl,Gtl,12778,Inside,66.0,Reg,0,20,RL,0.0,None,,0,1,NAmes,154,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,4,1008.0,AllPub,0,1952,2003,2006
